Status,Power_range_sensor_1,Power_range_sensor_2,Power_range_sensor_3 ,Power_range_sensor_4,Pressure _sensor_1,Pressure _sensor_2,Pressure _sensor_3,Pressure _sensor_4,Vibration_sensor_1,Vibration_sensor_2,Vibration_sensor_3,Vibration_sensor_4
Abnormal,7.0752,10.1221,14.0295,4.5099,1.7159,0.6497,9.5263,2.8032,3.5357,27.3347,19.9771,9.887
Abnormal,2.8674,8.4091,8.595,7.1384,3.6102,2.6599,7.4745,4.8331,3.6834,2.4371,15.1305,7.3391
Normal,3.6209,7.4982,8.205,1.9684,6.9328,0.4844,4.6146,1.1837,12.758,9.1854,2.2433,20.5864
Normal,5.6332,0.5182,4.3826,1.8375,19.1719,2.3223,6.841,3.5384,13.7643,20.014,4.0804,20.5402
Abnormal,9.017,8.0447,14.5056,8.8998,5.574,9.2293,8.6328,7.8606,4.1634,1.9663,25.1191,12.158
Normal,5.3458,7.0615,10.1111,14.8636,22.435,3.2043,5.6446,7.8005,7.5237,6.3698,44.3484,31.5258
Normal,8.2654,6.0773,8.4521,8.6856,24.6021,1.2877,7.9739,1.6958,4.6066,18.9247,51.7152,4.3019
Normal,2.9242,9.2377,10.6155,1.2506,0.3273,1.7837,8.2143,1.1433,2.6402,8.2899,20.0417,17.4754
Normal,1.7972,5.8585,7.5476,9.9957,2.0332,1.6068,5.0701,8.9391,16.2106,18.0016,14.8259,6.2959
Normal,9.7394,6.5991,10.1706,8.8101,13.9797,5.9486,7.5184,4.4516,2.5664,1.2001,0.4154,2.8987
Normal,5.0098,6.372999999999998,9.8666,12.0731,2.3407,3.113,1.9663,4.4678,7.7914,10.9209,36.797,3.3788
Normal,4.5383,6.8188,6.7584,3.4195,7.4436,3.4332,11.1782,0.2936,11.0317,6.8867,3.2310000000000003,18.7862
Normal,6.4471,5.1791,6.7392,7.0468,20.1389,0.0104,5.4804,0.4196,2.7048,4.5419,25.5068,2.8987
Normal,3.9661,11.7297,10.264,9.6716,3.6648,0.6416,9.9633,1.8484,6.019,12.4718,34.3414,6.5821
Normal,9.2587,5.5536,6.8472,9.8483,23.9922,3.5893,6.6399,3.1431,1.8925,13.9951,36.9817,3.3418
Normal,0.2985,5.9555,8.5675,7.4542,10.5133,2.5512,4.3904,2.8437,1.3293,20.2079,21.805,1.7263
Normal,2.6413,10.7758,14.0982,7.2711,4.0566,2.0935,6.4919,0.0798,0.3416,17.1338,31.6827,6.0651
Normal,5.9079,0.9229,5.3613,0.3516,4.0913,1.1409,1.4172,4.4551,8.1422,9.8039,20.7987,0.1108
Normal,8.3679,5.5783,9.6075,6.9598,18.7107,0.2763,7.1404,0.8046,4.0342,12.1026,52.0937,10.8748
Normal,9.6771,6.7355,9.689,12.2205,6.4816,3.4055,8.033999999999999,7.8409,1.4401,2.3448,30.3811,3.3695
Normal,6.4069,7.1548,7.5201,12.6416,40.7787,5.0007,7.2121,8.4143,18.4447,11.5764,17.4477,5.4928
Normal,5.5252,9.8465,11.2555,15.0266,24.7162,2.2252,9.5414,14.2358,7.8191,4.4404,48.7057,5.6497
Normal,7.9138,5.8026,7.3709,8.4329,30.0472,0.17800000000000002,4.6135,0.08900000000000001,4.265,1.2832,39.5757,5.9267
Normal,2.72,4.5209,8.9108,8.5922,35.0311,4.195,2.8737,5.5336,12.0657,18.0293,5.6682,7.8745
Normal,1.8704,8.0273,8.2159,3.0038,4.1508,0.4543,6.4018,1.6207,10.284,14.7059,7.7637,13.4689
Normal,9.2422,6.329,10.5524,11.4606,4.1458,4.9302,8.0791,8.7657,3.1387,18.7862,4.0065,23.0328
Normal,5.582000000000002,5.3787,9.1489,11.8304,4.25,5.6203,3.5558,10.0592,9.407,4.8558,23.8728,7.5883
Abnormal,6.47,6.4719,9.5837,7.7792,22.6235,5.0863,4.6482,3.2957,0.4431,24.9437,7.9299,6.0744
Normal,1.2341,4.1547,9.0775,3.6145,4.7558,1.3155,2.1813,0.9791,16.6537,11.5856,19.3401,22.5343
Normal,9.3686,6.2146,11.5732,8.1766,13.0276,4.0655,8.0513,3.2725,4.5973,3.7296,2.5202,3.2126
Normal,5.495,0.4971,5.2286,1.1902,14.9418,1.6808,6.9821,2.7535,11.0,16.3399,7.136,6.4898
Normal,8.3102,8.9154,12.28,16.3568,22.9706,5.8619,8.7842,14.934,5.3082,29.661,51.3183,7.4222
Normal,6.5195,7.4789,7.131,12.6114,38.3041,5.7602,9.7818,7.5508,11.2533,6.2498,1.2555,0.4893
Normal,4.7406,8.5373,7.5906,2.0627,13.8012,2.4368,8.2432,0.3167,7.2191,17.3461,1.4217,24.0113
Normal,9.3796,6.4297,9.9591,11.7297,5.9212,4.7799,6.7381,8.6594,3.1295,11.6779,5.5112,3.1849
Normal,6.4453,7.7444,12.5024,11.1621,5.336,6.0873,5.1984,8.9264,1.9386,16.146,28.7748,16.0814
Normal,3.2501,8.2864,11.7554,8.8284,4.0417,3.3408,2.987,2.9142,0.0462,1.4032,19.7925,14.512
Normal,8.9548,6.2704,11.0541,7.4258,7.6469,5.2261,6.9485,4.0679,2.9172,5.9267,17.5215,1.7448
Normal,3.891,6.568,10.2319,11.1722,3.6003,1.7363,1.7282,3.7141,3.1664,4.1819,43.9884,7.1822
Normal,10.8115,6.221,12.1271,12.7332,0.6248,7.6514,5.4585,8.7738,6.5821,0.9047,18.5647,3.2403
Normal,6.4233,7.2894,6.1569,13.1873,23.4169,4.8123,5.5463,7.7635,10.247,2.5756,6.0005,5.0774
Normal,1.6287,5.0088,7.7801,7.0798,42.1574,0.8832,4.1014,1.9883,13.3304,9.5454,4.3573,3.7757
Normal,1.6827,11.8625,13.0756,8.0795,4.9641,0.2347,8.0548,0.0694,5.7697,22.4696,17.8354,4.7635
Abnormal,4.5712,4.2407,6.8774,11.3507,32.4326,0.5999,5.1649,9.6547,2.1879,1.7448,3.7388,3.0649
Normal,5.7742,11.1539,13.19,9.6378,0.6744,5.2793,9.6234,1.4311,16.6722,7.9022,31.0458,6.0651
Normal,7.9559,7.9962,11.4835,13.3621,6.675,7.6444,6.5335,11.4453,14.6874,22.8943,38.9018,12.0564
Normal,4.6298,8.7524,11.6299,2.1194,13.4193,4.2609,9.0524,2.4437,12.278,9.6747,5.0681,5.9082
Normal,6.1478,6.4307,10.8417,14.7308,25.3113,3.3673,4.2124,8.3357,14.3736,4.4958,52.0937,10.9948
Normal,8.5007,6.0535,7.0166,10.4526,33.3202,3.5165,3.3858,4.9406,17.6692,11.6595,0.6185,14.0412
Normal,10.3967,6.5112,10.4929,12.0474,5.9311,5.5799,9.0281,10.68,0.9416,19.4601,2.9079,26.1438
Normal,1.4987,3.6026,8.6188,3.4863,5.6385,1.2369,1.0716,3.1535,6.7575,2.5294,1.9294,10.6994
Normal,0.4724,4.9612,8.8531,4.2197,8.9661,2.7836,4.6736,0.2104,7.3022,5.5482,13.5335,11.8256
Normal,5.1416,7.1631,7.6437,2.9132,6.6154,0.6011,4.1384,0.0462,5.9082,12.7396,0.48,3.508
Abnormal,2.270112,5.170686,6.175488,3.501864,13.556207999999998,2.637618,3.938118,1.222674,17.410584,6.78912,0.612102,10.696842
Normal,1.8182,11.2582,11.7874,8.0795,0.3323,0.8774,6.3867,0.7444,5.0312,34.8676,32.7813,3.508
Normal,3.9029,8.1802,8.183,2.3987,14.9468,3.113,10.5598,0.2381,5.3266,7.893,9.8778,2.1048
Normal,1.7093,5.2341,7.0276,6.5497,40.4762,1.6727,1.9686,0.7791,4.6712,8.9454,3.7665,3.8496
Normal,9.7705,4.6701,8.6838,10.3592,22.8615,6.8387,3.9476,4.0783,8.8808,5.742000000000001,18.9801,10.5425
Normal,1.4749,9.7385,11.0275,7.9651,7.5478,1.8657,3.839,2.268,4.865,2.7879,32.2274,8.8438
Normal,11.4276,5.0583,10.6833,10.5414,3.8136,8.953,4.0054,4.6759,4.4496,2.0956,19.7925,3.5726
Normal,4.1025,6.7886,7.0120000000000005,13.1644,17.9173,3.1997,5.7394,11.2187,9.3146,18.2877,1.0524,19.5525
Normal,9.0042,5.0528,7.6135,10.0177,28.6339,6.8191,3.728,3.1939,8.8992,2.3171,3.8219,2.991
Normal,4.2325,4.6609,8.2672,6.6348,18.3388,1.2808,4.3476,0.0694,8.53,0.8308,34.5814,16.3214
Normal,2.6569,4.1125,8.0786,4.92,3.6449,0.2601,3.0263,1.7952,6.499,8.53,18.7493,2.7510000000000003
Normal,3.7976,8.1692,9.8978,1.5463,3.8681,0.14800000000000002,8.2201,1.8519,8.5854,5.7605,7.3576,30.6765
Normal,6.3776,9.5746,7.7509,16.1728,1.0712,4.2493,9.4096,14.4982,8.6223,14.8444,36.197,11.5579
Normal,6.1139,9.7842,8.0475,14.9927,11.6837,2.8541,8.3368,13.4983,9.0839,4.8558,38.6987,20.5125
Normal,1.6681,5.8282,6.5094,8.0209,8.9264,0.8543,3.335,4.9672,5.6313,10.164,24.7591,9.4254
Normal,5.1169,6.9891,9.8959,14.5056,15.4179,3.728,5.7325,6.8769,7.1545,11.161,44.3207,12.158
Normal,1.4841,10.0012,12.1289,7.3874,5.2319,2.29,5.1683,0.7340000000000001,0.517,16.7645,35.2092,0.2123
Normal,8.7506,5.6845,6.6962,9.6735,20.2183,2.4264,6.8734,2.1686,8.7423,27.5932,38.1725,10.3947
Normal,11.0641,7.3123,10.806,12.9666,19.4248,8.3091,7.5912,12.8162,1.3201,13.6535,8.8808,35.5877
Normal,4.1052,6.3318,10.1413,6.4902,7.3444,0.7872,4.9406,4.1014,8.4377,1.8371,7.3668,1.8186
Normal,5.6131,9.0033,8.92,2.1671,16.0229,3.8378,9.1703,0.6577,5.0866,11.2441,6.1298,30.5011
Normal,9.3942,8.2187,10.3857,13.4564,12.8887,6.7243,8.1265,13.5873,8.8992,11.0779,21.9804,17.9
Normal,6.0049,7.6007,11.2756,11.5356,8.1131,5.1522,5.7902,9.9379,2.5479,5.8436,39.7788,6.0651
Normal,8.009,7.6712,7.0953,12.5024,11.9564,3.4783,4.8932,7.3404,10.4317,2.9356,15.269,14.6228
Normal,2.7951,6.1368,8.5684,10.4956,3.5854,1.9432,3.3107,8.3496,1.8925,12.2134,24.8145,6.2221
Normal,3.9267,5.6094,6.6962,11.9925,15.4427,4.4493,0.482,11.7065,11.1979,5.5389,14.9367,13.7643
Normal,9.3466,7.2601,8.3624,14.7336,7.637,6.4954,6.678,14.7987,6.5821,8.8623,14.1058,10.1086
Normal,2.2998,8.432,10.2081,9.0289,0.1835,2.505,5.0342,5.0712,2.6218,8.8069,22.7558,12.8319
Normal,3.2922,10.9552,12.7872,7.0532,0.1141,2.1987,7.8664,1.5455,1.6525,29.7718,30.0764,1.0524
Normal,4.9969,5.7468,8.3899,11.7032,6.7295,4.7268,4.1973,8.6975,11.1148,8.0869,11.3825,17.2076
Normal,8.6765,5.9244,10.2914,8.2947,13.3846,4.3118,4.6701,3.6055,14.5582,10.1178,11.1702,9.1762
Normal,3.3783,5.5801,6.9351,10.0644,49.5266,5.1001,3.3581,8.7495,14.2351,2.4741,18.5924,13.4042
Normal,7.3709,7.6199,11.9998,12.3422,8.1875,7.0768,6.1463,10.7216,0.517,22.7004,38.6803,1.7263
Normal,3.7253,8.6874,10.567,1.4832,14.6294,1.2057,7.8178,1.2635,14.0597,1.7078,9.1485,15.6106
Normal,3.2767,7.8973,9.9966,1.3925,3.2978,2.7373,6.0376,2.0137,10.1547,1.3201,14.3643,0.1846
Normal,9.5773,7.8223,9.668,13.3841,11.1977,6.9959,8.9449,14.8241,8.7608,16.423,13.755,13.1365
Normal,10.6384,7.8854,10.9882,13.2092,22.2069,8.5461,9.4084,13.1665,2.3725,23.1805,10.5055,21.1588
Normal,4.2453,10.5405,13.6304,7.0972,1.9787,3.5477,7.6571,1.7328,13.875,21.9342,27.2424,5.9174
Normal,5.4932,6.1441,10.0928,12.2699,1.2993,3.0229,2.0472,5.2284,6.8037,23.4851,36.6032,3.7665
Normal,3.3719,8.7158,10.1825,1.8018,9.0752,1.7004,9.0339,1.9362,0.2031,10.0439,18.6755,10.8933
Normal,4.4028,6.2970000000000015,6.9498,13.0627,18.4628,4.9221,2.8055,10.2061,4.4127,28.2024,10.6071,19.1463
Normal,7.2931,5.9784,10.5396,12.1674,2.9358,8.2571,8.3496,11.3169,4.4496,15.9706,6.2682,11.5395
Normal,5.1352,8.811,8.8394,2.1854,16.8114,3.6794,8.5646,0.2601,9.8316,12.7119,4.8096,13.0165
Normal,0.1382,4.9429,8.4924,4.3973,6.0204,2.6148,5.603,0.163,9.2962,9.13,11.0687,6.1667
Normal,4.715,9.3274,12.4173,14.1129,23.5359,2.9362,7.2479,12.2556,2.8341,16.6814,40.0742,1.6432
Normal,4.704,11.9284,9.201,12.7716,10.6422,2.105,10.102,7.5173,8.7515,6.3144,26.6885,9.5362
Normal,2.709,9.4492,10.8307,0.2216,6.2981,0.4878,10.4477,1.9975,9.7393,1.9017,2.8895,11.3641
Normal,4.6069,5.7916,8.5062,10.7455,56.8562,6.3601,4.8516,9.2686,14.4751,18.7124,15.029000000000002,12.001
Normal,4.5035,9.5517,13.526,11.7929,16.6527,3.2356,6.8318,7.8375,8.1792,7.8561,47.7364,6.6929
Normal,3.4085,7.9019,10.5258,9.3942,0.3670000000000001,4.1257,4.3938,5.1799,4.7635,0.9878,25.433000000000003,20.2633
Abnormal,7.5009,7.7408,12.9419,4.01,15.9882,6.5728,6.5752,3.7731,4.8743,6.6467,15.7952,5.3451
Normal,7.7408,7.7142,10.4334,12.8018,2.0283,6.8699,7.7196,12.2972,0.1846,3.508,6.4713,10.3394
Normal,2.0288,6.3052,10.5588,6.7776,5.46,0.9352,2.7859,4.3962,1.9756,20.2541,12.5457,1.8555
Normal,9.7055,5.9875,10.0616,11.7828,2.3804,4.1811,4.3777,7.4213,0.4339,15.3152,11.9272,10.0809
Normal,10.8746,5.0555,10.361,10.3683,4.7012,7.8814,4.1187,4.3904,9.5085,4.1727,21.2326,4.1911
Normal,8.7872,5.8255,10.6329,7.8387,3.3127,1.2762,5.7394,3.3523,0.7939,9.9332,26.0515,7.256
Normal,8.6984,6.4563,7.8809,10.1862,30.5729,4.4285,4.6955,5.0574,10.1824,13.8289,6.7113,6.9975
Normal,3.6456,7.9056,8.2068,2.8931,12.4821,1.5502,11.1909,0.2381,13.7273,3.2034,13.6904,22.4235
Normal,5.625,0.0403,7.7087,0.3214,8.7975,2.3293,4.788,5.2029999999999985,4.3388,2.4187,20.9187,2.1233
Abnormal,4.4160900000000005,7.46793,12.488166,7.9460039999999985,6.8438940000000015,2.519706,6.481488,5.062974,4.2279,17.975562,23.549862,11.967966
Normal,10.4562,8.0246,9.8666,14.0799,22.2416,8.7507,9.3622,12.6602,2.8526,25.433000000000003,27.8239,15.0567
Normal,7.3791,5.5453,8.2068,6.9031,17.0345,0.3399,5.6018,1.208,8.8992,9.9609,33.529,7.8745
Normal,9.873,6.1359,10.7877,8.6993,11.8176,4.9129,7.7519,3.8864,3.2957,3.148,16.6168,5.1974
Normal,7.24,6.4783,10.9204,6.5652,14.674,1.5814,6.1578,2.6136,9.7947,0.8493,39.1141,14.2166
Normal,9.8895,6.3858,9.8648,12.0218,6.4964,5.3036,7.6641,9.8477,2.6587,9.1577,14.4105,28.9963
Normal,3.717,7.2968,11.4157,10.6302,4.8153,1.0068,3.0529,7.1832,3.2126,7.496,41.0343,1.0801
Normal,4.6793,4.3927,6.1862,11.38,16.375,4.6343,1.5201,11.1909,1.394,9.9055,33.3629,24.0944
Normal,11.0715,6.8738,10.6375,13.027,21.4977,4.7279,4.0794,11.5135,5.2528,13.2842,0.5262,23.1989
Normal,5.3567,9.6085,12.9437,14.4159,23.1392,2.5639,7.2098,11.955,5.5851,1.7909,32.7536,15.4629
Normal,8.3862,5.9866,7.1512,10.4947,38.319,3.1292,3.7049,4.0621,2.7141,19.7556,25.2483,0.8585
Abnormal,3.665268,7.26342,10.64013,5.70945,4.299504,2.140062,4.265946,5.315322,5.254224,4.08663,28.323972,23.88891
Normal,3.577,7.3379,9.4134,1.7990000000000002,11.2522,0.3826,5.3464,1.275,5.5943,0.0739,5.2158,18.2047
Normal,5.6946,8.0191,8.3542,2.5131,2.911,3.9696,7.8872,0.6312,0.0831,3.2772,7.3853,18.8232
Normal,10.3107,7.5586,9.0253,13.9957,12.5961,8.4952,10.0905,15.1085,0.9878,11.5025,1.9386,12.2134
Normal,5.3567,10.6659,12.8018,9.4702,2.9606,2.2773,6.3601,2.3223,6.7021,34.1199,26.6146,0.24
Abnormal,7.5339,2.4069,7.0038,4.6985,3.4267,3.6309,0.0335,0.7709999999999999,1.1539,15.7214,3.7203,20.4848
Abnormal,1.7056,8.2736,10.0241,2.8262,21.3688,1.8889,4.2667,0.7051,6.2682,6.8591,11.880999999999998,4.7081
Normal,7.2702,6.5652,11.1447,14.9387,32.2888,6.3971,4.8111,9.6188,2.5848,4.4681,49.0288,17.0415
Normal,10.8801,6.0489,11.8204,15.5713,23.9079,7.2005,6.0238,13.1064,1.1355,2.9079,14.1705,8.4469
Normal,0.6262,9.0225,9.4519,0.8633,1.0662,1.8565,7.9265,0.504,8.5484,20.1617,1.6617,2.3448
Normal,7.9797,6.1258,11.4743,6.8829,12.4523,5.0342,5.9451,3.4136,12.638,0.2031,22.6358,21.0203
Normal,0.0851,5.8301,7.6089,7.9788,44.7163,0.2104,4.6562,6.1902,19.3771,20.0879,25.276,2.5294
Normal,3.1577,9.202,9.9335,1.3869999999999998,8.8768,1.0612,9.064,2.0622,9.5454,10.0993,12.0195,16.7922
Normal,5.0784,7.8589,6.9608,15.2957,10.8406,4.5025,4.9788,12.1435,12.0,4.9297,29.8733,11.7979
Normal,1.3889,5.8511,8.6279,8.2718,0.4215,5.0342,4.4412,3.8794,1.9017,8.0222,7.8838,15.3429
Normal,1.3696,5.4886,7.8543,6.2759,32.3483,0.4127,3.0529,0.6092,5.2620000000000005,14.1797,2.511,1.4771
Normal,0.2719,5.1517,7.9999,7.3727,21.3341,1.5987,2.809,3.5731,11.4287,18.3247,20.2171,6.7944
Normal,2.7841,8.3688,8.9548,1.6461,16.8808,1.8334,7.8675,2.8148,10.6163,7.4314,11.2071,27.3716
Normal,6.6083,9.9298,7.9395,15.7452,4.5128,3.6494,10.3112,14.2959,12.1395,0.8308,36.8432,21.4265
Normal,2.0059,9.6844,11.2628,8.5291,5.9063,2.0507,3.7222,1.9767,10.7825,20.9464,43.0099,7.1268
Normal,9.0417,4.9283,8.3432,9.9115,27.8851,6.8792,3.3269,3.2356,9.3054,12.3241,8.1884,14.4843
Normal,4.6646,6.8344,9.6606,13.6707,8.4206,3.3592,4.1603,5.996,4.4404,6.1759,49.075,17.8446
Normal,8.9969,6.3226,12.3532,6.7044,3.0697,3.2425,6.6017,2.7905,9.8224,21.4265,28.2671,6.4436
Normal,4.3707,5.3229,5.6644,2.9471,2.425,1.9732,11.6441,0.7525,31.1842,4.0896,6.2036,21.8327
Normal,1.6635,5.2606,8.1491,8.4613,8.6437,5.0273,2.364,4.2574,4.6342,2.271,5.8713,6.3421
Normal,9.061,7.0825,7.7591,10.8344,35.6907,6.4538,5.3175,5.7937,29.3379,7.4868,0.5262,5.1604
Normal,8.3862,8.0008,7.2729,12.1912,22.4053,5.2620000000000005,6.3336,8.4709,28.3224,3.7019,19.7279,13.0811
Normal,2.4197,8.9026,10.5524,0.1712,2.1027,1.5617,7.8444,2.1212,5.022,21.6665,0.48,25.6638
Normal,10.1266,4.8724,10.2283,9.917,8.3313,3.8135,2.7905,3.6124,1.7725,5.899,20.0971,7.8099
Normal,5.105,7.576,10.4837,2.0636,8.1429,4.4008,5.4735,2.4229,7.9576,10.3855,11.5856,28.3224
Normal,6.3107,7.4789,7.392,12.6828,39.3505,4.8539,9.1033,8.2825,21.2603,0.5816,5.0497,9.8501
Normal,2.0004,4.7873,6.5945,6.0452,21.4581,2.6183,4.573,0.4508,19.5894,8.2069,11.6872,1.7632
Normal,8.7094,6.1734,11.228,7.2437,4.5723,2.7454,7.8698,3.691,18.9247,10.4132,8.0315,5.9451
Normal,4.4614,8.5245,10.1889,2.5003,3.8483,1.5814,10.6361,1.9467,4.3388,18.5001,16.4414,22.9681
Normal,9.0976,6.9086,11.1502,15.4413,21.592,7.3878,8.2317,12.7295,3.0556,6.5636,15.3336,12.6934
Normal,1.279,9.2706,10.5588,8.4613,1.1208,0.7791,3.1859,2.0831,3.4249,21.7773,36.7324,9.3423
Normal,4.8834,0.5786,5.6021,0.5942,21.0365,2.6275,4.3996,5.3487,3.6465,9.3793,36.2431,11.124
Normal,6.3895,6.8317,8.1345,12.8476,5.9608,6.6699,8.4594,12.6729,9.1669,10.1917,1.6986,6.2313
Normal,5.0088,6.8848,10.2521,5.8676,10.9646,0.8774,4.8551,2.6830000000000003,4.4958,7.256,19.9586,1.4124
Normal,2.8711,8.0164,9.126,3.8947,7.6618,1.3109,7.3439,3.0471,6.3975,0.3877,16.4876,9.3146
Normal,3.6063,5.4886,8.3771,10.9387,2.7523,2.3616,2.5975,8.6455,12.7396,1.1263,15.2321,7.2006
Normal,10.5157,7.7966,9.0207,14.4452,18.0313,9.2212,10.0639,13.6011,0.0092,11.3271,19.9863,11.3456
Normal,1.3843,5.9976,8.2837,8.2709,1.1456,0.1561,3.0437,5.44,3.148,23.522,10.5978,3.2495
Normal,8.2068,7.3334,8.2031,14.2419,0.4017,5.7868,6.8063,14.8114,12.2226,16.4414,15.6567,20.5587
Normal,9.7494,6.8225,11.0468,12.757,3.1689,6.6017,6.4827,8.7819,12.7303,1.3109,18.14,9.2408
Abnormal,7.092467999999998,3.91374,4.650486,13.075584,32.362968,7.070946000000001,5.504022,12.136368,15.706266,2.335188,4.821132,9.011292
Abnormal,5.0812,3.869,8.0731,11.4597,31.2821,0.7965,3.3962,10.2592,10.3855,0.5447,6.3513,6.776
Normal,2.6889,6.6998,10.0159,7.3132,4.6814,0.2878,3.9083,3.276,0.8862,8.8808,7.9761,12.1949
Normal,10.9753,6.676,12.5491,13.8657,2.2961,7.4687,5.6816,10.0084,1.4032,9.7393,12.9057,1.8002
Abnormal,5.1370000000000005,5.3503,9.2157,10.7016,6.0699,1.7316,6.6422,4.7857,7.532999999999999,18.9524,14.4566,9.8316
Normal,10.0507,5.6937,9.5242,9.2413,13.8012,4.7464,7.1774,2.8171,8.3084,2.9541,4.9574,3.7665
Normal,3.6154,8.8797,12.4585,10.3656,4.9244,2.0137,5.9359,7.3855,19.017,6.379,49.7397,13.9951
Normal,5.6351,6.5057,8.1931,11.0843,44.4534,5.7891,6.0087,6.0261,13.2935,9.5731,17.0692,2.8156
Normal,3.1888,8.2388,11.0468,9.4958,1.8894,2.9662,4.1499,6.9497,9.3793,18.3985,30.6857,3.5634
Normal,6.1945,10.5212,8.5089,14.9158,9.7595,3.7835,8.3993,13.3191,7.3299,8.8069,39.5757,1.8002
Normal,4.975,9.4839,7.4176,15.7672,3.6896,4.0944,7.7115,13.8716,3.0926,0.9047,26.79,28.1286
Abnormal,1.4841,3.8306,8.3734,7.262,1.2447,2.3744,3.5569,0.5606,0.6185,15.389,19.7832,18.4908
Normal,5.0821,9.5361,12.1124,14.6979,23.9971,2.7512,7.8328,12.481,4.6066,13.7181,40.4158,14.5028
Normal,3.5184,6.5341,7.5513,10.0314,55.8643,4.462,6.144,8.9472,10.1732,17.2076,14.1612,2.0309
Normal,7.3764,4.7589,8.4943,7.4277,26.2882,2.416,4.3106,0.5456,5.9174,0.9416,32.6982,7.8838
Normal,0.8276,11.4771,12.0648,7.4405,5.0385,0.8207,7.3242,0.1075,20.5402,15.8321,17.4015,1.8002
Normal,10.1486,7.077000000000001,11.1081,13.4326,4.1061,7.1566,7.8375,10.1379,12.5549,8.9085,12.915,3.1572
